planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-OP20-F	  999	2F0_4_LB	Distancia cartes.	distanceCart	120.0903763	120.0000000	0.0500000	-0.0500000	0.0903763	0.0403763	Corte1,Plano_Giro_Esp						0.0500000	-0.0500000						Plano_Giro_Esp	Recta 3d2		0.0000000	-0.0903763	0.0000000
EMBRAGUE-OP20-F	  999	2F0_352_PC	Planitud DIN	gdtFlat	0.0476200	0.0000000	0.0300000	0.0000000	0.0476200	0.0176200	2F0_Rad	0.0087874					0.0300000	0.0000000									-8.5991241	-0.1263337	74.3937348
EMBRAGUE-OP20-F	  999	2F0_351_PC	Planitud DIN	gdtFlat	0.0311166	0.0000000	0.1000000	0.0000000	0.0311166		2F0	0.0053405					0.1000000	0.0000000									81.4322126	-0.0709440	-7.2773374
EMBRAGUE-OP20-F	  999	2F0_PAR_CPLANOZ_RF	Paralelidad DIN	gdtPar	0.1116895	0.0000000	0.0500000	0.0000000	0.1116895	0.0616895	2F0	0.0340654					0.0500000	0.0000000						Plano_Giro_Esp			81.4325824	-0.0723391	-7.2772133
EMBRAGUE-OP20-F	  999	2B11_505_ICD	Diámetro	diameter	11.9853847	11.9860000	0.0090000	-0.0090000	-0.0006153		2B11	0.0027302					0.0090000	-0.0090000									279.0185320	2.8718161	-22.4018502
EMBRAGUE-OP20-F	  999	2B11_RF	Redondez DIN	gdtRound	0.0131224	0.0000000	0.0090000	0.0000000	0.0131224	0.0041224	2B11	0.0048094					0.0090000	0.0000000									279.0126927	2.8718161	-22.4002866
EMBRAGUE-OP20-F	  999	2B10_505_ICD	Diámetro	diameter	11.9854059	11.9860000	0.0090000	-0.0090000	-0.0005941		2B10	0.0023445					0.0090000	-0.0090000									-110.0298191	2.8714163	-29.3106003
EMBRAGUE-OP20-F	  999	2B10_RF	Redondez DIN	gdtRound	0.0062719	0.0000000	0.0090000	0.0000000	0.0062719		2B10	0.0022291					0.0090000	0.0000000									-110.0300917	2.8714163	-29.3104949
EMBRAGUE-OP20-F	  999	2B0_1_PC_Z	Distancia	distance2d	71.8662298	72.0000000	0.0500000	-0.0500000	-0.1337702	-0.0837702	Y_2,2B0_Central						0.0500000	-0.0500000						2B0_Central			280.0077755	23.9948356	-72.0000000
EMBRAGUE-OP20-F	  999	2B0_2_PC_X	Distancia	distance2d	287.9941347	288.0000000	0.0500000	-0.0500000	-0.0058653		X_1,2B0_Central						0.0500000	-0.0500000						2B0_Central			288.0000000	23.9937410	-67.0040561
EMBRAGUE-OP20-F	  999	2B0_Entrada_385_ICD	Diámetro	diameter	46.9622129	46.9800000	0.0080000	-0.0080000	-0.0177871	-0.0097871	2B0_Entrada	0.0010990					0.0080000	-0.0080000									0.0077819	7.9077188	-0.1332105
EMBRAGUE-OP20-F	  999	2B0_Central_385_ICD	Diámetro	diameter	46.9618456	46.9800000	0.0080000	-0.0080000	-0.0181544	-0.0101544	2B0_Central	0.0005706					0.0080000	-0.0080000									0.0058562	10.9070980	-0.1338032
EMBRAGUE-OP20-F	  999	2B0_Fondo_385_ICD	Diámetro	diameter	46.9570525	46.9800000	0.0080000	-0.0080000	-0.0229475	-0.0149475	2B0_Fondo	0.0014856					0.0080000	-0.0080000									0.0083215	13.9081737	-0.1338585
EMBRAGUE-OP20-F	  999	2B0_381_PC	Redondez DIN	gdtRound	0.0040907	0.0000000	0.0120000	0.0000000	0.0040907		2B0_Central	0.0006683					0.0120000	0.0000000									0.0058653	10.9070980	-0.1337702
EMBRAGUE-OP20-F	  999	2B0_382_PC	Forma cilíndrica DIN	gdtCyl	0.0106619	0.0000000	0.0150000	0.0000000	0.0106619		CIL_D47	0.0017475					0.0150000	0.0000000									0.0072968	11.9000000	-0.1336233
EMBRAGUE-OP20-F	  999	2B0_387_PC	Perpendicularidad DIN	gdtPerp	0.0036687	0.0000000	0.0150000	0.0000000	0.0036687		CIL_D47	0.0017475					0.0150000	0.0000000						2F0			0.0072968	11.9000000	-0.1336233
EMBRAGUE-OP20-F	  999	2B0_383_LB	Posición DIN polar 2d	gdtPosPol2d	0.0081615	0.0000000	0.0600000	0.0000000	0.0081615		2B0_Central	0.0005706			1		0.0600000	0.0000000									0.0058562	10.9070980	-0.1338032
