planid	partnb	id	type	idsymbol	actual	nominal	uppertol	lowertol	deviation	exceed	featureid	featuresigma	comment	link	linkmode	mmc	useruppertol	userlowertol	fftphi	fftphiunit	zoneroundnessangle	groupname	groupname2	datumAid	datumBid	datumCid	featurePosX	featurePosY	featurePosZ	group1	group2	group3	group4	group5	group6	group7	group8	group9	group10	
EMBRAGUE-OP10-F	1735	2B0_1_PC	Posici鏮 DIN polar 2d	gdtPosPol2d	0.2306523	0.0000000	0.5000000	0.0000000	0.2306523		2B0	0.0000000					0.5000000	0.0000000									0.1127620	23.0016826	0.0215742
EMBRAGUE-OP10-F	1735	2B0_RF_X	Distancia	distance2d	287.8867098	288.0000000	0.2500000	-0.2500000	-0.1132902		2B0,	0.0000000					0.2500000	-0.2500000									0.1127620	23.0016826	0.0215742
EMBRAGUE-OP10-F	1735	2B0_RF_Z	Distancia	distance2d	72.0215742	72.0000000	0.2500000	-0.2500000	0.0215742		2B0,	0.0000000					0.2500000	-0.2500000									0.1127620	23.0016826	0.0215742
EMBRAGUE-OP10-F	1735	2B03_3_PC	Posici鏮 DIN polar 2d	gdtPosPol2d	0.4402887	0.0000000	0.5000000	0.0000000	0.4402887		2B03	0.0022217					0.5000000	0.0000000									176.1091717	129.8412993	0.1908650
EMBRAGUE-OP10-F	1735	2B03_RF_X	Distancia	distance2d	111.8903001	112.0000000	0.2500000	-0.2500000	-0.1096999		2B03,	0.0022217					0.2500000	-0.2500000									176.1091717	129.8412993	0.1908650
EMBRAGUE-OP10-F	1735	2B03_RF_Z	Distancia	distance2d	72.1908650	72.0000000	0.2500000	-0.2500000	0.1908650		2B03,	0.0022217					0.2500000	-0.2500000									176.1091717	129.8412993	0.1908650
EMBRAGUE-OP10-F	1735	A1_19_PC	Valor Y	yValue	-108.7795364	-109.0000000	0.2000000	-0.2000000	-0.2204636	-0.0204636	A1_Apoyo						0.2000000	-0.2000000									-71.6988339	12.7204636	-89.6973721
EMBRAGUE-OP10-F	1735	B1_18_PC	Valor Y	yValue	-108.8084521	-109.0000000	0.2000000	-0.2000000	-0.1915479		B1_Apoyo						0.2000000	-0.2000000									-47.8024820	12.6915479	43.2925766
EMBRAGUE-OP10-F	1735	C1_2_PC	Valor Y	yValue	-79.9402236	-80.0000000	0.2000000	-0.2000000	-0.0597764		C1_Apoyo						0.2000000	-0.2000000									255.3026478	41.5597764	-31.3134588
EMBRAGUE-OP10-F	1735	ITEM_10_PC	Perpendicularidad DIN	gdtPerp	0.0046765	0.0000000	0.0150000	0.0000000	0.0046765		Plano_X1	0.0028757					0.0150000	0.0000000						Plano_Y1			287.9999930	21.8256352	-63.2093908
EMBRAGUE-OP10-F	1735	11F01_183_PC	Valor Z	zValue	106.9225893	107.0000000	0.1750000	-0.1750000	-0.0774107		11F01_PLANO	0.0040289					0.1750000	-0.1750000									208.8394224	14.2524081	138.0091414
EMBRAGUE-OP10-F	1735	11F01_ANGULO_RF	聲gulo proyectado 1-	a1id	-8.1381210	-8.1700000	0.1000000	-0.1000000	-0.0318790		11F01_PLANO_AUX						0.1000000	-0.1000000									208.8394224	14.2524081	138.0091414
EMBRAGUE-OP10-F	1735	11B01_181_PC	Valor X	xValue	226.8715723	227.0000000	0.1750000	-0.1750000	-0.1284277		11B01	0.0332881					0.1750000	-0.1750000									209.7278303	14.4803785	135.6148487
EMBRAGUE-OP10-F	1735	11B01_88_LB	Valor Y	yValue	-107.0196215	-107.0000000	0.1500000	-0.1500000	0.0196215		11B01	0.0332881					0.1500000	-0.1500000									209.7278303	14.4803785	135.6148487
EMBRAGUE-OP10-F	1735	62F01_185_PC	Valor Z	zValue	-137.2922749	-137.3000000	0.1750000	-0.1750000	-0.0077251		62F01_PLANO	0.0021852					0.1750000	-0.1750000									168.0034188	76.9919092	-118.6010166
EMBRAGUE-OP10-F	1735	62F01_ANGULO_178_PC	聲gulo proyectado 2-	a2id	6.6909456	6.6600000	0.1000000	-0.1000000	0.0309456		62F01_PLANO_AUX	0.0021852					0.1000000	-0.1000000									168.0034023	76.9918324	-118.6010186
EMBRAGUE-OP10-F	1735	62F01_194_PC_Y	Distancia	distance2d	53.9844327	54.0000000	1.0000000	-1.0000000	-0.0155673		62B01,62F01 C53	0.0022311					1.0000000	-1.0000000						62F01 C53			173.4396101	102.4129365	-114.4000871
EMBRAGUE-OP10-F	1735	62B01_186_PC	Valor X	xValue	159.0013968	158.9000000	0.1250000	-0.1250000	0.1013968		62B01	0.0022311					0.1250000	-0.1250000									173.4396101	102.4129365	-114.4000871
EMBRAGUE-OP10-F	1735	62B01_193_PC	Valor Y	yValue	-19.0870635	-19.0000000	0.2000000	-0.2000000	0.0870635		62B01	0.0022311					0.2000000	-0.2000000									173.4396101	102.4129365	-114.4000871
EMBRAGUE-OP10-F	1735	62F02_179_PC	Valor Z	zValue	-165.2843135	-165.3000000	0.1750000	-0.1750000	-0.0156865		62F02_PLANO	0.0011798					0.1750000	-0.1750000									61.0168499	123.8077475	-159.2808091
EMBRAGUE-OP10-F	1735	62F02_ANGULO_178_PC	聲gulo proyectado 2-	a2id	6.6693743	6.6600000	0.1000000	-0.1000000	0.0093743		62F02_PLANO_AUX	0.0011798					0.1000000	-0.1000000									61.0168467	123.8077513	-159.2808095
